"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"American Samoa","ASM","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","110.09166782927","98.1055698263577","97.4851225542208","113.2071798829","111.382214693529","111.607722129915","107.482076469789","117.034721987242","108.712265398518","116.972960473466","107.953502383716","103.480938546354","112.260815460069","93.6091057823662","113.64632208264","115.299553914782","111.397203132159","120.162082886958","114.370268279163","118.475427448725","122.801919350932","138.642439903846","149.954019090681","156.366052303861","157.134831460674","143.321280888146","139.338982252081","146.204466444352","188.78628236246","236.502153410241","256.166827476673","262.285518320751","278.576559001652","264.900493657344","272.48311201511","330.693432445679","345.829350362662","344.317496951219","317.190066073971","235.25223069001","224.336144600172","228.472986843803","231.108998219174","252.374500003632","236.912790424181","224.673647433536","181.069789416847","215.569881080161","152.638541550327","282.413460381488","242.3426600273","267.730011909536","222.465643109321","383.400136903633","285.779660511936","282.482030354661","309.279745116515","304.178897529735","307.082083060557","344.575226954928","350.460021612781","337.17620841233","","",
"Austria","AUT","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","119.231535033659","128.339112282626","142.991109220182","141.518805345881","136.394013801596","72.8126300807004","127.043323116337","109.402802691933","124.319764011799","127.006540018686","124.042145863937","112.397003847","110.975982251945","91.2689123223388","90.3994800693241","108.00261627907","95.9171974522293","98.3263157894737","105.25078369906","100.567901234568","118.346822541966","103.773645445927","126.192042091417","110.849190570861","130.670030272452","128.665568369028","95.9537572254335","110.907811400422","94.2268041237113","101.26878130217","84.4152046783626","101.520912547529","88.2154882154882","88.9679715302491","89.0977443609023","76.0692307692308","90.5020618556701","77.9550632911392","79.4235494880546","95.1194092827004","75.1943487250172","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.9756097560976","108","130","487.5","553.333333333333","474","","","","","","","","","","","","","","","","","","","","","","292.515133377562","468.852485676553","31.8881088944654","31.2440560986415","","",
"Burundi","BDI","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","53.3908632240633","59.9768547818382","60.7610456493131","45.5910197743519","49.454529224609","53.0228766829976","51.3125040077571","37.317109753188","42.3554722082076","38.1924008841469","37.4511591228684","37.4878842121342","38.8861475914539","37.3175024628499","36.518305105607","37.3720866545566","36.8062787701883","34.9941259573203","32.3658394585547","33.563615903976","32.7832939322301","35.600335852225","37.4896093100582","38.1004566210046","38.680618744313","41.5933528836755","38.5304990757856","38.7488328664799","36.8348623853211","33.9222614840989","29.159802306425","33.1991951710262","34.1126461211477","45.8333333333333","36.8295589988081","40.8854166666667","32.1465968586387","29.4847328244275","27.6363636363636","","","28.1261139896373","30.1507446808511","28.6235603152152","26.4899792021176","24.8354453294714","24.3031639004149","18.3878105590062","23.9212359890942","25.1746400371575","24.6049174174174","25.4733030800425","23.6201585299946","23.2839332583427","22.6487307829818","21.6846909225914","19.3180056540735","20.4774740359433","18.4137786213717","24.2874639133777","21.1993175370225","","","",
"Benin","BEN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18246.5517241379","12769.1358024691","8334.375","7000","7550.33333333333","8102.66666666667","8031.66666666667","14192.3333333333","16744","4822.22222222222","8857.18015665796","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","289.649845520082","83.9134758826454","107.045330420535","128.424657534247","128.848211101866","176.09478452782","192.192192192192","271.20006026668","298.682756079587","178.622659631528","537.386475930544","197.447685134989","140.333847340015","277.705841865267","140.390130086811","164.194723702854","272.046760293648","217.861445967352","202.830681903055","215.445069490404","181.477852178489","172.325434569017","146.155087462616","158.129199556396","125.004219350752","137.269901771322","109.166572573598","106.117339317514","121.800042168764","131.457174638487","125.612806403202","103.469809970071","90.4898752105344","109.306785275307","114.722936907185","121.21452417001","122.266987803063","111.348934550989","123.974219317357","114.771881628821","123.738647227533","129.205441298396","130.44109617226","140.642912079016","164.730200448999","172.070811424231","156.549104708778","207.780972155673","238.081662354463","306.317985452129","415.417160264004","407.839934667211","384.24735621339","469.365656919907","476.949740034662","392.375929871128","460.552036906717","572.967592592593","544.211481929794","554.92391492305","673.512882586893","665.640670932042","","",
"Bulgaria","BGR","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","100.168651692441","92.13956188323","102.009701605662","95.9997835527117","101.857436522996","121.042785160365","136.999801409989","131.669396993722","101.723327220576","85.2716137713041","89.8364352289441","98.970578773702","96.858911966895","72.6342779750582","73.9451381455513","72.721665143005","75.4015039367517","76.2080229084283","85.5323719252145","87.6135163674762","103.320405087243","101.364193946032","97.4448377609612","89.5677449171737","88.1046795333444","89.0239564940135","74.8880205493105","79.572090728045","73.6986423991984","71.5147895383125","59.1514298579988","32.9764731095407","29.5327110884386","30.2510752688172","13.8084632516704","20.9793419042686","24.8327326954144","37.8923766816144","37.2097116843703","30.4339092004821","46.7072074700905","97.7101562060015","107.71595159516","54.9122591225912","45.1395170563434","58.0898915862719","67.7700419714749","75.2591209932369","129.965639810427","81.8653563069885","85.6023781627031","81.1224489795918","128.279186798905","114.932737979278","133.993174403198","151.382008489788","55.6889981208198","67.7115733637345","73.0386536423892","75.97899818252","71.1770894422465","","","",
"Bahrain","BHR","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.525518880011181","0.193843564214598","0.140095718577664","0.106458481192335","0.687187349273065","0.764753469825934","0.850225916453538","0.772852748541692","0.694137524998806","0.502009398233353","0.821969348154969","0.457562159287329","0.951244210962881","0.643346019868404","1.12451979751751","0.868137007077856","0.901224783861671","0.673907097148693","0.174357124964623","0.236583147766623","0.31560748874421","0.446179620215267","0.864100385473957","0.864100385473957","0.061723590903018","","",
"Bahamas, The","BHS","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163.771090047393","258.08241636977","123.180656267933","191.382553474932","209.674978352677","179.257047613308","168.42727882491","252.29308667127","226.147886039909","182.428153773367","276.020968119808","361.905628794716","447.024039355328","265.457127479871","","",
"Belarus","BLR","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.0528934341785","30.4096405030531","18.3517417162277","16.0227934193193","23.8555770470664","22.7750992248475","23.0070886705634","18.8503884466899","19.9588426350631","17.3539754304243","16.8577223245954","15.1108929071233","14.8431120748744","16.2913269280524","23.6863573143494","20.0858134754458","21.9454537502411","46.666287387676","24.2374590982759","26.670163005141","25.9106364747008","26.9958445201195","16.5389601470971","14.6844496609647","11.578135404905","10.0005663542892","10.5864003310249","10.2779382394022","11.7091205207625","10.9028122690263","12.5395356035344","","",
"Belize","BLZ","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.950786422433","19.8025639552948","571.306366001248","54.7389718299611","21.3743835545777","","",
"Brazil","BRA","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","214.890924574403","204.179556689523","249.008671511117","228.912243728394","286.537137690466","304.771525408759","323.434905047296","338.596116078714","409.78730043164","445.613325031133","324.86241239822","384.505348574621","324.634083379107","290.571815774261","261.887522014911","224.457288462136","237.041616988962","229.682844703957","231.501890221148","213.573078473833","179.196955563121","180.953501833683","144.0886088072","158.8842061478","161.470285353954","176.580192832219","172.38389741402","171.965937410776","155.899246817847","169.188477588513","176.505873713977","190.901310727447","210.046550091618","206.817159831358","184.110524972608","215.929209630271","238.954115932375","241.42952222859","229.896115818877","250.542148337889","277.985447026861","275.345524103707","312.744243686819","348.062967716021","281.643116136208","279.696658154166","340.284671776043","334.170097848715","274.539664628539","322.015501785542","401.898287396795","391.64712844535","442.754025073751","480.748581786077","402.532853677778","526.336352355825","635.864401951408","590.892676902687","803.659429968114","790.812714968829","756.875110816838","663.029680332613","","",
"Barbados","BRB","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","73.7978989071892","49.0651244624425","37.9833671137341","32.0511272360583","27.2492878332449","27.4268885197865","24.2445648144526","18.8459133803034","15.5380564663443","17.9647947179759","16.1494674990819","19.0568765602621","18.3942425279414","17.270728914471","21.0025054606193","17.8275843656557","19.2623679624426","20.5813886818416","19.0802389647675","19.74837000815","22.8219563687544","26.0687215765538","22.9045903180323","23.5946250740677","23.3003578194064","21.6628902568627","20.1183003161318","18.4429488955059","20.6183105017051","20.1586915239581","20.9327012216596","21.3031595392209","21.2398098223634","18.356223501663","20.7648061561651","21.9377908679663","20.8791772715679","19.9322799097065","21.2673884332814","18.4630676584551","20.6926184982073","22.8154537472685","21.0780418945928","18.0894352357779","24.3826979509191","16.8573636803135","21.4561269292875","27.5979716850984","26.1016681410337","21.5481728061227","26.3983062644147","28.9842042753585","26.7096834690062","26.8909866396442","25.6718044547489","25.2547594492416","24.2680890411722","23.9234978963249","24.8232285241462","28.3922128148605","27.8823840912586","26.5756311196216","","",
"Central Europe and the Baltics","CEB","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.9104671993038","66.5816097285389","61.1859604538621","52.1023147120169","56.8082750193944","64.0269412039611","67.657513573377","63.0166242682479","59.4871115999598","66.1348074890682","70.3063201618984","69.4857792802338","59.7358753093203","59.9558154467973","65.5282712950363","67.1813580483191","68.698475343627","71.0420345352258","73.8970222603204","69.6023669149655","69.8245160742961","77.0195842235515","71.5784193946493","74.1054223633974","82.5380835647404","74.3018763222422","77.528565473183","74.6383481959793","63.2968943939332","71.2377623845019","101.579619687915","","",
"Switzerland","CHE","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","361.016949152542","280.822556215775","285.506395962915","313.18407960199","307.621247113164","305.045871559633","304.090909090909","326.794258373206","429.411764705882","462.382445141066","480.891719745223","418.893939393939","505.414012738853","436.036036036036","434.545454545455","430.225988700565","444.571428571429","499.715909090909","479.947916666667","506.145251396648","479.886685552408","509.281437125748","494.413407821229","494.230769230769","431.971153846154","466.846361185984","527.678571428571","494.707520891365","543.251533742331","575","609.896432681243","658.864325964456","651.845456507662","1035.71428571429","540","961.538461538462","636.842105263158","666.816666666667","566.666666666667","592.946666666667","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","19.9470356344941","29.1812422977969","34.0398794265245","33.6746526287069","35.9343608997793","53.2144389871728","60.2378154757533","76.9622604993226","69.8319139988435","91.0757868823633","78.032940546331","80.5348246836289","108.185269168335","106.741195372319","75.0959856042325","98.4561761313295","95.2243667746223","116.494220688009","118.867044770552","106.95028603658","93.9062038162173","95.7865467983796","113.835152116402","130.428830134009","134.462549277267","169.191063273781","188.638187332545","186.178343949045","220.22695035461","196.591025641026","219.354838709677","208.10647307925","254.966887417219","247.402597402597","241.071428571429","143.975493533016","124.285714285714","114.077669902913","103.981619256017","92.6032660902978","94.019801980198","61.6758606870229","64.6859490223951","62.8028966735355","56.4905653222504","59.2880996177136","59.4802989527658","42.8058137193004","31.2852295582091","42.0819271458174","34.7700651376147","33.1648336158444","36.1504919939172","36.0509003021148","36.925342282933","29.9163925063386","32.9048749708609","30.611109633092","49.4398444617285","41.3371670909735","40.4176125886088","27.5316076152764","","",
"China","CHN","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","193.617021276596","175.150442477876","160.282776349614","141.399662731872","136.406495547407","142.70913277053","146.496469310158","200.595238095238","174.748490945674","167.248576850095","141.857719788754","132.639029322548","132.561201398889","124.652358596021","123.075264954194","115.926327193933","120.922812127631","120.243564904511","119.125802485999","121.004829240578","118.638427810836","122.618931875463","129.625661752941","131.860215972501","125.165702033336","121.198043838722","132.947554086679","142.468394312946","138.505343428291","142.365653138458","147.998762481225","140.707989290928","126.081538824897","134.747265483602","140.359306759892","132.866724381081","132.905267912982","125.913691312904","123.601402758388","119.973871975485","118.125187360952","125.729831846451","112.272776857806","109.75432319526","114.500634434033","109.319755385562","100.601694779151","98.1899672140489","95.5971771350347","93.0317144481009","93.5082924263443","93.9837876273356","92.6934686160538","87.4530852563535","84.766663212593","91.1512611991474","100.445150527601","103.146593673846","90.8144252051375","96.7551422679235","91.9153562186021","100.766683623602","","",
"Cote d'Ivoire","CIV","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","1137.44444444444","430.129020534254","286.82489254345","262.129865565416","230.181926632866","628.333333333333","717.307692307692","770.967741935484","585.714285714286","707.971830985916","602.245661789724","1044.68085106383","675.862068965517","1077.14285714286","768.518518518518","902.173913043478","638.297872340426","876","1833.33333333333","1400","2466.66666666667","1548","1370.37037037037","2160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","543.708333333333","1416.66666666667","","","","411.364705882353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.","COD","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","1420","650","315.550755939525","283.464303922086","278.102608806583","329.683287560785","298.958333333333","303.986458760771","237.726980691847","164.149205880012","191.079763510009","176.003925249595","165.267881389905","160.026126714566","212.615682439974","248.537031238953","240.460526315789","265.384930944893","305.791384862336","356.506849315069","305.343511450382","385.02538071066","351.754007022674","257.552719831751","252.969902677242","243.342046718576","272.613329248411","269.44264675706","262.403403403403","303.120281831907","310.376871450697","318.629283489097","545.444915254237","471.848341232227","476.666666666667","407.563025210084","548.472906403941","582.502443792766","690.919811320755","208.621236133122","676.224302736677","818.463497142857","818.101790722762","620.954725609756","830.254838350056","709.229324444444","686.143871527778","615.449542429285","475.332082429501","489.684589877836","605.824947643979","559.902531722054","449.478741258741","428.625412698413","427.867576006574","464.353393162393","504.008498122653","436.953857848727","437.532812372812","509.42567937034","508.00164043082","411.627589063795","","",
"Comoros","COM","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","","","191.666666666667","110","245","248.275862068966","191.25","251.578947368421","437.71206980126","409.770067236656","329.325513196481","295.043515832356","237.037037037037","241.666666666667","220.333333333333","180.871033743626","205.665275846083","241.329305135952","219.722222222222","183.75","172.380952380952","144","245.277777777778","237.777777777778","264.262295081967","265.625","316.666666666667","364.151624548736","445.833333333333","359.602649006623","295.431472081218","307.769423558897","219.387755102041","317.733990147783","277.272727272727","266.428571428571","465.853658536585","621.875","349.809885931559","1246.26865671642","23434.6","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Fertilizer consumption (% of fertilizer production)","AG.CON.FERT.PT.ZS","","20.3421174294961","20.9615384615385","19.8333333333333","20","23.8380849208656","17.5100453383184","9.40555555555556","10.727027027027","10.9333333333333","8.8","9.7737843551797","9.15573053368329","15.1797919762259","9.65312843029638","15.7661607644744","16.0469836334586","14.1823679925564","17.3288007863696","17.6767561912992","19.4399083575032","28.1460914139257","15.3650878482197","34.4842831248066","9.11522541504162","4.52066315802888","2.26123969140729","3.12204351939451","0.862666129681837","1.47717099373321","3.06298533218292","3.36658354114713","5.94969971401335","2.99766914191419","2.63978565179353","2.73649942987457","3.90464272627336","3.85058018018018","3.34135853759867","3.01417391304348","4.11437341082456","0.751644223057115","1.94267621867464","4.62819273618341","3.77507486522014","2.66147372957874","2.82377512354857","2.81410505297701","2.45283018867925","2.24567006541541","1.04729911396073","1.04540191406595","1.35377520183429","11.8388210410302","12.3722321773605","11.844806033278","11.8200844476752","10.5722463493727","12.9029860877588","11.6575603349424","10.2659236367396","9.99377028234771","7.51013062861089","","",
